ts_code,name,industry
002897.SZ,意华股份,元器件
002898.SZ,*ST赛隆,化学制药
002899.SZ,英派斯,文教休闲
002900.SZ,哈三联,化学制药
002901.SZ,大博医疗,医疗保健
002902.SZ,铭普光磁,通信设备
002903.SZ,宇环数控,机床制造
002905.SZ,金逸影视,影视音像
002906.SZ,华阳集团,汽车配件
002907.SZ,华森制药,中成药
002908.SZ,德生科技,软件服务
002909.SZ,集泰股份,化工原料
002910.SZ,庄园牧场,乳制品
002911.SZ,佛燃能源,供气供热
002912.SZ,中新赛克,IT设备
002913.SZ,奥士康,元器件
002915.SZ,中欣氟材,化工原料
002916.SZ,深南电路,元器件
002917.SZ,金奥博,化工原料
002918.SZ,蒙娜丽莎,陶瓷
002919.SZ,名臣健康,互联网
002920.SZ,德赛西威,汽车配件
002921.SZ,联诚精密,汽车配件
002922.SZ,伊戈尔,电气设备
002923.SZ,润都股份,化学制药
002925.SZ,盈趣科技,元器件
002926.SZ,华西证券,证券
002927.SZ,泰永长征,电气设备
002928.SZ,华夏航空,空运
002929.SZ,润建股份,通信设备
002930.SZ,宏川智慧,仓储物流
002931.SZ,锋龙股份,机械基件
002932.SZ,明德生物,医疗保健
002933.SZ,新兴装备,航空
002935.SZ,天奥电子,航空
002936.SZ,郑州银行,银行
002937.SZ,兴瑞科技,元器件
002938.SZ,鹏鼎控股,元器件
002939.SZ,长城证券,证券
002940.SZ,昂利康,化学制药
002941.SZ,新疆交建,建筑工程
002942.SZ,新农股份,农药化肥
002943.SZ,宇晶股份,机床制造
002945.SZ,华林证券,证券
002946.SZ,新乳业,乳制品
002947.SZ,恒铭达,元器件
002948.SZ,青岛银行,银行
002949.SZ,华阳国际,建筑工程
002950.SZ,奥美医疗,医疗保健
002951.SZ,*ST金时,广告包装
002952.SZ,亚世光电,元器件
002953.SZ,日丰股份,电气设备
002955.SZ,鸿合科技,IT设备
002956.SZ,西麦食品,食品
002957.SZ,科瑞技术,专用机械
002958.SZ,青农商行,银行
002959.SZ,小熊电器,家用电器
002960.SZ,青鸟消防,专用机械
002961.SZ,瑞达期货,多元金融
002962.SZ,五方光电,元器件
002963.SZ,豪尔赛,装修装饰
002965.SZ,祥鑫科技,汽车配件
002966.SZ,苏州银行,银行
002967.SZ,广电计量,电器仪表
002968.SZ,新大正,房产服务
002969.SZ,嘉美包装,广告包装
002970.SZ,锐明技术,IT设备
002971.SZ,和远气体,化工原料
002972.SZ,科安达,运输设备
002973.SZ,侨银股份,环境保护
002975.SZ,博杰股份,专用机械
002976.SZ,瑞玛精密,汽车配件
002977.SZ,天箭科技,通信设备
002978.SZ,安宁股份,小金属
002979.SZ,雷赛智能,专用机械
002980.SZ,华盛昌,电器仪表
002981.SZ,朝阳科技,元器件
002982.SZ,湘佳股份,农业综合
002983.SZ,芯瑞达,元器件
002984.SZ,森麒麟,汽车配件
002985.SZ,北摩高科,航空
002986.SZ,宇新股份,化工原料
002987.SZ,京北方,软件服务
002988.SZ,豪美新材,铝
002989.SZ,中天精装,装修装饰
002990.SZ,盛视科技,软件服务
002991.SZ,甘源食品,食品
002992.SZ,宝明科技,元器件
002993.SZ,奥海科技,元器件
002995.SZ,天地在线,互联网
002996.SZ,顺博合金,铝
002997.SZ,瑞鹄模具,专用机械
002998.SZ,优彩资源,化纤
002999.SZ,天禾股份,批发业
003000.SZ,劲仔食品,食品
003001.SZ,中岩大地,建筑工程
003002.SZ,壶化股份,化工原料
003003.SZ,天元股份,广告包装
003004.SZ,*ST声迅,IT设备
003005.SZ,竞业达,软件服务
003006.SZ,百亚股份,造纸
003007.SZ,直真科技,软件服务
003008.SZ,开普检测,电气设备
003009.SZ,中天火箭,航空
003010.SZ,若羽臣,互联网
003011.SZ,海象新材,家居用品
003012.SZ,东鹏控股,陶瓷
003013.SZ,地铁设计,建筑工程
003015.SZ,日久光电,元器件
003016.SZ,欣贺股份,服饰
003017.SZ,大洋生物,化工原料
003018.SZ,金富科技,塑料
003019.SZ,宸展光电,元器件
003020.SZ,立方制药,化学制药
003021.SZ,兆威机电,元器件
003022.SZ,联泓新科,化工原料
003023.SZ,彩虹集团,家用电器
003025.SZ,思进智能,机床制造
003026.SZ,中晶科技,半导体
003027.SZ,同兴科技,环境保护
003028.SZ,振邦智能,元器件
003029.SZ,吉大正元,软件服务
003030.SZ,祖名股份,食品
003031.SZ,中瓷电子,元器件
003032.SZ,*ST传智,文教休闲
003033.SZ,征和工业,汽车配件
003035.SZ,南网能源,新型电力
003036.SZ,泰坦股份,纺织机械
003037.SZ,三和管桩,水泥
003038.SZ,鑫铂股份,铝
003039.SZ,顺控发展,水务
003040.SZ,楚天龙,通信设备
003041.SZ,真爱美家,纺织
003042.SZ,中农联合,农药化肥
003043.SZ,华亚智能,半导体
003816.SZ,中国广核,新型电力
300001.SZ,特锐德,电气设备
300002.SZ,神州泰岳,互联网
300003.SZ,乐普医疗,医疗保健
300004.SZ,南风股份,电气设备
300005.SZ,探路者,服饰
300006.SZ,莱美药业,化学制药
300007.SZ,汉威科技,电器仪表
300008.SZ,天海防务,船舶
300009.SZ,安科生物,生物制药
300010.SZ,豆神教育,软件服务
300011.SZ,鼎汉技术,运输设备
300012.SZ,华测检测,电器仪表
300013.SZ,新宁物流,仓储物流
300014.SZ,亿纬锂能,电气设备
300015.SZ,爱尔眼科,医疗保健
300016.SZ,北陆药业,化学制药
300017.SZ,网宿科技,软件服务
300018.SZ,中元股份,电气设备
300019.SZ,硅宝科技,化工原料
300020.SZ,*ST银江,软件服务
300021.SZ,大禹节水,建筑工程
300022.SZ,吉峰科技,农用机械
300024.SZ,机器人,专用机械
300025.SZ,华星创业,通信设备
300026.SZ,红日药业,中成药
300027.SZ,华谊兄弟,影视音像
300029.SZ,*ST天龙,建筑工程
300030.SZ,阳普医疗,医疗保健
300031.SZ,宝通科技,互联网
300032.SZ,金龙机电,元器件
300033.SZ,同花顺,软件服务
300034.SZ,钢研高纳,航空
300035.SZ,中科电气,电气设备
300036.SZ,超图软件,软件服务
300037.SZ,新宙邦,化工原料
300039.SZ,上海凯宝,中成药
300040.SZ,九洲集团,新型电力
300041.SZ,回天新材,化工原料
300042.SZ,朗科科技,IT设备
300043.SZ,星辉娱乐,互联网
300044.SZ,ST赛为,软件服务
300045.SZ,华力创通,IT设备
300046.SZ,台基股份,半导体
300047.SZ,天源迪科,软件服务
300048.SZ,合康新能,电气设备
300049.SZ,福瑞股份,医疗保健
300050.SZ,世纪鼎利,通信设备
300051.SZ,琏升科技,综合类
300052.SZ,ST中青宝,互联网
300053.SZ,航宇微,半导体
300054.SZ,鼎龙股份,化工原料
300055.SZ,万邦达,石油加工
300056.SZ,中创环保,环境保护
300057.SZ,万顺新材,铝
300058.SZ,蓝色光标,广告包装
300059.SZ,东方财富,证券
300061.SZ,旗天科技,互联网
300062.SZ,中能电气,电气设备
300063.SZ,天龙集团,互联网
300065.SZ,海兰信,船舶
300066.SZ,三川智慧,电器仪表
300067.SZ,安诺其,染料涂料
300068.SZ,南都电源,电气设备
300069.SZ,金利华电,电气设备
300070.SZ,碧水源,环境保护
300071.SZ,福石控股,广告包装
300072.SZ,海新能科,化工原料
300073.SZ,当升科技,电气设备
300074.SZ,华平股份,软件服务
300075.SZ,数字政通,软件服务
300076.SZ,GQY视讯,IT设备
300077.SZ,国民技术,半导体
300078.SZ,思创医惠,软件服务
300079.SZ,数码视讯,通信设备
300080.SZ,易成新能,电气设备
300081.SZ,恒信东方,文教休闲
300082.SZ,奥克股份,化工原料
300083.SZ,创世纪,机床制造
300084.SZ,海默科技,专用机械
300085.SZ,银之杰,软件服务
300086.SZ,康芝药业,化学制药
300087.SZ,荃银高科,种植业
300088.SZ,长信科技,元器件
300091.SZ,金通灵,机械基件
300092.SZ,科新机电,专用机械
300093.SZ,*ST金刚,电气设备
300094.SZ,国联水产,渔业
300095.SZ,华伍股份,专用机械
300096.SZ,ST易联众,软件服务
300097.SZ,ST智云,专用机械
300098.SZ,高新兴,软件服务
300099.SZ,尤洛卡,电器仪表
300100.SZ,双林股份,汽车配件
300101.SZ,振芯科技,通信设备
300102.SZ,乾照光电,半导体
300103.SZ,达刚控股,专用机械
300105.SZ,龙源技术,电器仪表
300106.SZ,西部牧业,乳制品
300107.SZ,建新股份,化工原料
300108.SZ,*ST吉药,中成药
300109.SZ,新开源,化工原料
300110.SZ,华仁药业,化学制药
300111.SZ,向日葵,化学制药
300112.SZ,万讯自控,电器仪表
300113.SZ,顺网科技,互联网
300115.SZ,长盈精密,元器件
300118.SZ,东方日升,电气设备
300119.SZ,瑞普生物,农业综合
300120.SZ,经纬辉开,元器件
300121.SZ,阳谷华泰,化工原料
300122.SZ,智飞生物,生物制药
300123.SZ,亚光科技,半导体
300124.SZ,汇川技术,电器仪表
300125.SZ,*ST聆达,电气设备
300126.SZ,锐奇股份,轻工机械
300127.SZ,银河磁体,矿物制品
300128.SZ,锦富技术,元器件
300129.SZ,泰胜风能,电气设备
300130.SZ,新国都,IT设备
300131.SZ,英唐智控,元器件
300132.SZ,青松股份,化工原料
300133.SZ,华策影视,影视音像
300134.SZ,大富科技,通信设备
300135.SZ,宝利国际,石油加工
300136.SZ,信维通信,元器件
300137.SZ,ST先河,环境保护
300138.SZ,晨光生物,食品
300139.SZ,晓程科技,黄金
300140.SZ,节能环境,环境保护
300141.SZ,和顺电气,电气设备
300142.SZ,沃森生物,生物制药
300143.SZ,盈康生命,医疗保健
300144.SZ,宋城演艺,旅游景点
300145.SZ,中金环境,机械基件
300146.SZ,汤臣倍健,食品
300147.SZ,ST香雪,中成药
300148.SZ,天舟文化,出版业
300149.SZ,睿智医药,生物制药
300150.SZ,世纪瑞尔,软件服务
300151.SZ,昌红科技,专用机械
300152.SZ,ST新动力,环境保护
300153.SZ,科泰电源,电气设备
300154.SZ,瑞凌股份,机械基件
300155.SZ,安居宝,IT设备
300157.SZ,新锦动力,专用机械
300158.SZ,振东制药,化学制药
300159.SZ,*ST新研,农用机械
300160.SZ,秀强股份,家用电器
300161.SZ,华中数控,机床制造
300162.SZ,雷曼光电,元器件
300163.SZ,ST先锋,家居用品
300164.SZ,通源石油,石油开采
300165.SZ,ST天瑞,电器仪表
300166.SZ,东方国信,软件服务
300167.SZ,*ST迪威,软件服务
300168.SZ,万达信息,软件服务
300169.SZ,天晟新材,塑料
300170.SZ,汉得信息,软件服务
300171.SZ,东富龙,医疗保健
300172.SZ,中电环保,环境保护
300173.SZ,福能东方,轻工机械
300174.SZ,元力股份,化工原料
300175.SZ,ST朗源,食品
300176.SZ,鸿特科技,汽车配件
300177.SZ,中海达,通信设备
300179.SZ,四方达,矿物制品
300180.SZ,华峰超纤,化纤
300181.SZ,佐力药业,中成药
300182.SZ,捷成股份,影视音像
300183.SZ,东软载波,通信设备
300184.SZ,力源信息,元器件
300185.SZ,通裕重工,工程机械
300187.SZ,永清环保,环境保护
300188.SZ,国投智能,软件服务
300189.SZ,神农种业,种植业
300190.SZ,维尔利,环境保护
300191.SZ,潜能恒信,石油开采
300192.SZ,科德教育,文教休闲
300193.SZ,佳士科技,专用机械
300194.SZ,福安药业,化学制药
300195.SZ,长荣股份,轻工机械
300196.SZ,长海股份,玻璃
300197.SZ,节能铁汉,环境保护
300198.SZ,ST纳川,塑料
300199.SZ,翰宇药业,化学制药
300200.SZ,高盟新材,化工原料
300201.SZ,海伦哲,工程机械
300203.SZ,聚光科技,电器仪表
300204.SZ,舒泰神,生物制药
300205.SZ,*ST天喻,通信设备
300206.SZ,理邦仪器,医疗保健
300207.SZ,欣旺达,电气设备
300208.SZ,*ST中程,园区开发
300209.SZ,*ST有树,互联网
300210.SZ,森远股份,专用机械
300211.SZ,*ST亿通,通信设备
300212.SZ,易华录,软件服务
300213.SZ,佳讯飞鸿,通信设备
300214.SZ,日科化学,化工原料
300215.SZ,电科院,电气设备
300217.SZ,东方电热,家用电器
300218.SZ,安利股份,塑料
300219.SZ,鸿利智汇,元器件
300220.SZ,金运激光,专用机械
300221.SZ,银禧科技,塑料
300222.SZ,科大智能,电气设备
300223.SZ,北京君正,半导体
300224.SZ,正海磁材,矿物制品
300225.SZ,金力泰,染料涂料
300226.SZ,上海钢联,互联网
300227.SZ,光韵达,专用机械
300228.SZ,富瑞特装,化工机械
300229.SZ,拓尔思,软件服务
300230.SZ,永利股份,塑料
300231.SZ,银信科技,软件服务
300232.SZ,洲明科技,元器件
300233.SZ,金城医药,化学制药
300234.SZ,开尔新材,陶瓷
300235.SZ,方直科技,软件服务
300236.SZ,上海新阳,半导体
300237.SZ,美晨科技,汽车配件
300238.SZ,冠昊生物,医疗保健
300239.SZ,东宝生物,生物制药
300240.SZ,飞力达,仓储物流
300241.SZ,瑞丰光电,半导体
300242.SZ,佳云科技,互联网
300243.SZ,瑞丰高材,化工原料
300244.SZ,迪安诊断,医疗保健
300245.SZ,天玑科技,软件服务
300246.SZ,宝莱特,医疗保健
300247.SZ,融捷健康,医疗保健
300248.SZ,新开普,软件服务
300249.SZ,依米康,IT设备
300250.SZ,初灵信息,软件服务
300251.SZ,光线传媒,影视音像
300252.SZ,金信诺,通信设备
300253.SZ,卫宁健康,软件服务
300254.SZ,仟源医药,化学制药
300255.SZ,常山药业,生物制药
300256.SZ,星星科技,元器件
300257.SZ,开山股份,机械基件
300258.SZ,精锻科技,汽车配件
300259.SZ,新天科技,电器仪表
300260.SZ,新莱应材,机械基件
300261.SZ,雅本化学,农药化肥
300263.SZ,隆华科技,专用机械
300264.SZ,佳创视讯,软件服务
300265.SZ,通光线缆,电气设备
300266.SZ,兴源环境,环境保护
300267.SZ,尔康制药,化学制药
300268.SZ,*ST佳沃,农业综合
300269.SZ,联建光电,元器件
300270.SZ,中威电子,IT设备
300271.SZ,华宇软件,软件服务
300272.SZ,开能健康,家用电器
300274.SZ,阳光电源,电气设备
300275.SZ,梅安森,工程机械
300276.SZ,三丰智能,专用机械
300277.SZ,海联讯,软件服务
300278.SZ,华昌达,专用机械
300279.SZ,和晶科技,元器件
300280.SZ,紫天科技,广告包装
300281.SZ,金明精机,专用机械
300283.SZ,温州宏丰,电气设备
300284.SZ,苏交科,建筑工程
300285.SZ,国瓷材料,陶瓷
300286.SZ,安科瑞,电器仪表
300287.SZ,飞利信,软件服务
300288.SZ,朗玛信息,软件服务
300289.SZ,利德曼,医疗保健
300290.SZ,荣科科技,软件服务
300291.SZ,百纳千成,影视音像
300292.SZ,吴通控股,互联网
300293.SZ,蓝英装备,专用机械
300294.SZ,博雅生物,生物制药
300295.SZ,三六五网,互联网
300296.SZ,利亚德,元器件
300298.SZ,三诺生物,医疗保健
300299.SZ,富春股份,互联网
300300.SZ,ST峡创,软件服务
300301.SZ,*ST长方,半导体
300302.SZ,同有科技,IT设备
300303.SZ,聚飞光电,半导体
300304.SZ,云意电气,汽车配件
300305.SZ,裕兴股份,塑料
300306.SZ,远方信息,电器仪表
300307.SZ,慈星股份,纺织机械
300308.SZ,中际旭创,通信设备
300310.SZ,宜通世纪,通信设备
300311.SZ,任子行,软件服务
300313.SZ,*ST天山,农业综合
300314.SZ,戴维医疗,医疗保健
300315.SZ,掌趣科技,互联网
300316.SZ,晶盛机电,专用机械
300317.SZ,珈伟新能,电气设备
300318.SZ,博晖创新,医疗保健
300319.SZ,麦捷科技,元器件
300320.SZ,海达股份,橡胶
300321.SZ,同大股份,塑料
300322.SZ,硕贝德,元器件
300323.SZ,华灿光电,半导体
300324.SZ,旋极信息,软件服务
300326.SZ,ST凯利,医疗保健
300327.SZ,中颖电子,半导体
300328.SZ,宜安科技,小金属
300329.SZ,海伦钢琴,文教休闲
300331.SZ,苏大维格,元器件
300332.SZ,天壕能源,供气供热
300333.SZ,兆日科技,IT设备
300334.SZ,津膜科技,专用机械
300335.SZ,迪森股份,供气供热
300337.SZ,银邦股份,铝
300338.SZ,*ST开元,文教休闲
300339.SZ,润和软件,软件服务
300340.SZ,科恒股份,电气设备
300341.SZ,麦克奥迪,电气设备
300342.SZ,天银机电,家用电器
300343.SZ,ST联创,化工原料
300344.SZ,ST立方,软件服务
300345.SZ,华民股份,机械基件
300346.SZ,南大光电,半导体
300347.SZ,泰格医药,医疗保健
300348.SZ,长亮科技,软件服务
300349.SZ,金卡智能,电器仪表
300350.SZ,华鹏飞,仓储物流
300351.SZ,永贵电器,运输设备
300352.SZ,北信源,软件服务
300353.SZ,东土科技,通信设备
300354.SZ,东华测试,电器仪表
300355.SZ,蒙草生态,环境保护
300357.SZ,我武生物,生物制药
300358.SZ,楚天科技,医疗保健
300359.SZ,全通教育,文教休闲
300360.SZ,炬华科技,电器仪表
300363.SZ,博腾股份,化学制药
300364.SZ,中文在线,出版业
300365.SZ,恒华科技,软件服务
300366.SZ,创意信息,软件服务
300368.SZ,ST汇金,IT设备
300369.SZ,绿盟科技,软件服务
300370.SZ,安控科技,电器仪表
300371.SZ,汇中股份,电器仪表
300373.SZ,扬杰科技,半导体
300374.SZ,中铁装配,其他建材
300375.SZ,鹏翎股份,汽车配件
300376.SZ,ST易事特,电气设备
300377.SZ,赢时胜,软件服务
300378.SZ,鼎捷数智,软件服务
300379.SZ,*ST东通,软件服务
300380.SZ,安硕信息,软件服务
300381.SZ,溢多利,化学制药
300382.SZ,斯莱克,专用机械
300383.SZ,光环新网,软件服务
300384.SZ,三联虹普,建筑工程
300385.SZ,雪浪环境,环境保护
300386.SZ,飞天诚信,IT设备
300387.SZ,富邦科技,农药化肥
300388.SZ,节能国祯,环境保护
300389.SZ,艾比森,元器件
300390.SZ,天华新能,电气设备
300391.SZ,*ST长药,中成药
300393.SZ,中来股份,塑料
300394.SZ,天孚通信,通信设备
300395.SZ,菲利华,玻璃
300396.SZ,迪瑞医疗,医疗保健
300397.SZ,天和防务,通信设备
300398.SZ,飞凯材料,化工原料
300399.SZ,天利科技,互联网
300400.SZ,劲拓股份,专用机械
300401.SZ,花园生物,化学制药
300402.SZ,宝色股份,专用机械
300403.SZ,汉宇集团,家用电器
300404.SZ,博济医药,医疗保健
300405.SZ,科隆股份,化工原料
300406.SZ,九强生物,医疗保健
300407.SZ,凯发电气,电气设备
300408.SZ,三环集团,元器件
300409.SZ,道氏技术,电气设备
300410.SZ,正业科技,专用机械
300411.SZ,金盾股份,专用机械
300412.SZ,迦南科技,医疗保健
300413.SZ,芒果超媒,影视音像
300414.SZ,中光防雷,通信设备
300415.SZ,伊之密,专用机械
300416.SZ,苏试试验,电器仪表
300417.SZ,南华仪器,电器仪表
300418.SZ,昆仑万维,互联网
300419.SZ,ST浩丰,软件服务
300420.SZ,五洋自控,机械基件
300421.SZ,力星股份,机械基件
300422.SZ,博世科,环境保护
300423.SZ,昇辉科技,电气设备
300424.SZ,航新科技,航空
300425.SZ,中建环能,环境保护
300426.SZ,华智数媒,影视音像
300427.SZ,红相股份,电气设备
300428.SZ,立中集团,汽车配件
300429.SZ,强力新材,化工原料
300430.SZ,诚益通,电器仪表
300432.SZ,富临精工,汽车配件
300433.SZ,蓝思科技,元器件
300434.SZ,金石亚药,化学制药
300435.SZ,中泰股份,供气供热
300436.SZ,广生堂,化学制药
300437.SZ,清水源,化工原料
300438.SZ,鹏辉能源,电气设备
300439.SZ,美康生物,医疗保健
300440.SZ,运达科技,软件服务
300441.SZ,鲍斯股份,机床制造
300442.SZ,润泽科技,软件服务
300443.SZ,金雷股份,电气设备
300444.SZ,双杰电气,电气设备
300445.SZ,康斯特,电器仪表
300446.SZ,航天智造,汽车配件
300447.SZ,全信股份,电气设备
300448.SZ,浩云科技,软件服务
300449.SZ,汉邦高科,IT设备
300450.SZ,先导智能,专用机械
300451.SZ,创业慧康,软件服务
300452.SZ,山河药辅,化学制药
300453.SZ,三鑫医疗,医疗保健
300454.SZ,深信服,软件服务
300455.SZ,航天智装,IT设备
300456.SZ,赛微电子,半导体
300457.SZ,赢合科技,专用机械
300458.SZ,全志科技,半导体
300459.SZ,汤姆猫,互联网
300460.SZ,惠伦晶体,元器件
300461.SZ,田中精机,专用机械
300462.SZ,华铭智能,IT设备
300463.SZ,迈克生物,医疗保健
300464.SZ,星徽股份,机械基件
300465.SZ,高伟达,软件服务
300466.SZ,赛摩智能,电器仪表
300467.SZ,迅游科技,互联网
300468.SZ,四方精创,软件服务
300469.SZ,信息发展,软件服务
300470.SZ,中密控股,机械基件
300471.SZ,厚普股份,专用机械
300472.SZ,*ST新元,专用机械
300473.SZ,德尔股份,汽车配件
300474.SZ,景嘉微,元器件
300475.SZ,香农芯创,元器件
300476.SZ,胜宏科技,元器件
300477.SZ,ST合纵,电气设备
300478.SZ,杭州高新,塑料
300479.SZ,神思电子,软件服务
300480.SZ,光力科技,专用机械
300481.SZ,濮阳惠成,化工原料
300482.SZ,万孚生物,医疗保健
300483.SZ,首华燃气,石油开采
300484.SZ,蓝海华腾,电气设备
300485.SZ,赛升药业,生物制药
300486.SZ,东杰智能,专用机械
300487.SZ,蓝晓科技,化工原料
300488.SZ,恒锋工具,机械基件
300489.SZ,光智科技,专用机械
300490.SZ,华自科技,专用机械
300491.SZ,通合科技,电气设备
300492.SZ,华图山鼎,建筑工程
300493.SZ,润欣科技,元器件
300494.SZ,盛天网络,互联网
300496.SZ,中科创达,软件服务
300497.SZ,富祥药业,化学制药
300498.SZ,温氏股份,农业综合
300499.SZ,高澜股份,专用机械
300500.SZ,启迪设计,建筑工程
300501.SZ,海顺新材,广告包装
300502.SZ,新易盛,通信设备
300503.SZ,昊志机电,机械基件
300504.SZ,天邑股份,通信设备
300505.SZ,川金诺,农药化肥
300506.SZ,*ST名家,建筑工程
300507.SZ,苏奥传感,汽车配件
300508.SZ,维宏股份,软件服务
300509.SZ,新美星,专用机械
300510.SZ,金冠股份,电气设备
300511.SZ,雪榕生物,种植业
300512.SZ,中亚股份,专用机械
300513.SZ,恒实科技,软件服务
300514.SZ,友讯达,电器仪表
300515.SZ,三德科技,电器仪表
300516.SZ,久之洋,电器仪表
300517.SZ,海波重科,建筑工程
300518.SZ,新迅达,互联网
300519.SZ,新光药业,中成药
300520.SZ,科大国创,软件服务
300521.SZ,爱司凯,专用机械
300522.SZ,世名科技,染料涂料
300523.SZ,辰安科技,软件服务
300525.SZ,博思软件,软件服务
300527.SZ,中船应急,专用机械
300528.SZ,幸福蓝海,影视音像
300529.SZ,健帆生物,医疗保健
300530.SZ,领湃科技,电气设备
300531.SZ,优博讯,IT设备
300532.SZ,今天国际,软件服务
300533.SZ,冰川网络,互联网
300534.SZ,陇神戎发,中成药
300535.SZ,达威股份,化工原料
300536.SZ,*ST农尚,建筑工程
300537.SZ,广信材料,染料涂料
300538.SZ,同益股份,塑料
300539.SZ,横河精密,塑料
300540.SZ,蜀道装备,专用机械
300541.SZ,先进数通,软件服务
300542.SZ,新晨科技,软件服务
300543.SZ,朗科智能,元器件
300545.SZ,联得装备,专用机械
300546.SZ,雄帝科技,IT设备
300547.SZ,川环科技,汽车配件
300548.SZ,博创科技,通信设备
300549.SZ,优德精密,专用机械
300550.SZ,和仁科技,软件服务
300551.SZ,古鳌科技,软件服务
300552.SZ,万集科技,IT设备
300553.SZ,集智股份,电器仪表
300554.SZ,三超新材,矿物制品
300555.SZ,ST路通,通信设备
300556.SZ,丝路视觉,软件服务
300557.SZ,理工光科,电器仪表
300558.SZ,贝达药业,化学制药
300559.SZ,佳发教育,软件服务
300560.SZ,中富通,通信设备
300561.SZ,*ST汇科,软件服务
300562.SZ,乐心医疗,医疗保健
300563.SZ,神宇股份,通信设备
300564.SZ,筑博设计,建筑工程
300565.SZ,科信技术,通信设备
300566.SZ,激智科技,元器件
300567.SZ,精测电子,电器仪表
300568.SZ,星源材质,化工原料
300569.SZ,天能重工,电气设备
300570.SZ,太辰光,通信设备
300571.SZ,平治信息,互联网
300572.SZ,安车检测,电器仪表
300573.SZ,兴齐眼药,化学制药
300575.SZ,中旗股份,农药化肥
300576.SZ,容大感光,染料涂料
300577.SZ,开润股份,纺织
300578.SZ,会畅通讯,通信设备
300579.SZ,数字认证,软件服务
300580.SZ,贝斯特,汽车配件
300581.SZ,晨曦航空,航空
300582.SZ,英飞特,元器件
300583.SZ,赛托生物,化学制药
300584.SZ,海辰药业,化学制药
300585.SZ,奥联电子,汽车配件
300586.SZ,美联新材,化工原料
300587.SZ,天铁科技,橡胶
300588.SZ,熙菱信息,IT设备
300589.SZ,江龙船艇,船舶
300590.SZ,移为通信,通信设备
300591.SZ,万里马,服饰
300592.SZ,华凯易佰,互联网
300593.SZ,新雷能,电气设备
300594.SZ,朗进科技,运输设备
300595.SZ,欧普康视,医疗保健
300596.SZ,利安隆,化工原料
300597.SZ,吉大通信,通信设备
300598.SZ,诚迈科技,软件服务
300599.SZ,雄塑科技,塑料
300600.SZ,ST瑞科,船舶
300601.SZ,康泰生物,生物制药
300602.SZ,飞荣达,元器件
300603.SZ,立昂技术,通信设备
300604.SZ,长川科技,半导体
300605.SZ,恒锋信息,软件服务
300606.SZ,金太阳,机械基件
300607.SZ,拓斯达,专用机械
300608.SZ,思特奇,软件服务
300609.SZ,汇纳科技,软件服务
300610.SZ,晨化股份,化工原料
300611.SZ,美力科技,汽车配件
300612.SZ,宣亚国际,广告包装
300613.SZ,富瀚微,半导体
300614.SZ,百川畅银,环境保护
300615.SZ,欣天科技,通信设备
300616.SZ,尚品宅配,家居用品
300617.SZ,安靠智电,电气设备
300618.SZ,寒锐钴业,小金属
300619.SZ,金银河,专用机械
300620.SZ,光库科技,通信设备
300621.SZ,维业股份,装修装饰
300622.SZ,博士眼镜,其他商业
300623.SZ,捷捷微电,半导体
300624.SZ,万兴科技,软件服务
300625.SZ,三雄极光,家用电器
300626.SZ,华瑞股份,电气设备
300627.SZ,华测导航,通信设备
300628.SZ,亿联网络,通信设备
300629.SZ,新劲刚,元器件
300630.SZ,普利退,
300631.SZ,久吾高科,环境保护
300632.SZ,光莆股份,半导体
300633.SZ,开立医疗,医疗保健
300634.SZ,彩讯股份,软件服务
300635.SZ,中达安,建筑工程
300636.SZ,同和药业,化学制药
300637.SZ,扬帆新材,化工原料
300638.SZ,广和通,通信设备
300639.SZ,凯普生物,医疗保健
300640.SZ,德艺文创,家居用品
300641.SZ,正丹股份,化工原料
300642.SZ,透景生命,医疗保健
300643.SZ,万通智控,汽车配件
300644.SZ,南京聚隆,塑料
300645.SZ,正元智慧,软件服务
300647.SZ,超频三,化工原料
300648.SZ,星云股份,电气设备
300649.SZ,杭州园林,建筑工程
300650.SZ,太龙股份,元器件
300651.SZ,金陵体育,文教休闲
300652.SZ,雷迪克,汽车配件
300653.SZ,正海生物,医疗保健
300654.SZ,世纪天鸿,出版业
300655.SZ,晶瑞电材,半导体
300656.SZ,民德电子,IT设备
300657.SZ,弘信电子,元器件
300658.SZ,延江股份,纺织
300659.SZ,中孚信息,IT设备
300660.SZ,江苏雷利,电气设备
300661.SZ,圣邦股份,半导体
300662.SZ,科锐国际,文教休闲
300663.SZ,科蓝软件,软件服务
300664.SZ,鹏鹞环保,环境保护
300665.SZ,飞鹿股份,染料涂料
300666.SZ,江丰电子,半导体
300667.SZ,必创科技,电器仪表
300668.SZ,杰恩设计,装修装饰
300669.SZ,沪宁股份,运输设备
300670.SZ,大烨智能,电气设备
300671.SZ,富满微,半导体
300672.SZ,国科微,半导体
300673.SZ,佩蒂股份,饲料
300674.SZ,宇信科技,软件服务
300675.SZ,建科院,建筑工程
300676.SZ,华大基因,医疗保健
300677.SZ,英科医疗,医疗保健
300678.SZ,中科信息,软件服务
300679.SZ,电连技术,元器件
300680.SZ,隆盛科技,汽车配件
300681.SZ,英搏尔,汽车配件
300682.SZ,朗新集团,软件服务
300683.SZ,海特生物,生物制药
300684.SZ,中石科技,元器件
300685.SZ,艾德生物,医疗保健
300686.SZ,智动力,元器件
300687.SZ,赛意信息,软件服务
300688.SZ,创业黑马,文教休闲
